region,code,name,zsc,area,length,lon,lat
Lombardia,IT2030001,Grigna Settentrionale,sì,1617,0,9.3869,45.9528
Lombardia,IT2030002,Grigna Meridionale,sì,2732,0,9.3919,45.9214
Lombardia,IT2030003,Monte Barro,sì,649,0,9.3789,45.8389
Lombardia,IT2030004,Lago di Olginate,sì,78,0,9.4233,45.7953
Lombardia,IT2030005,Palude di Brivio,sì,300,0,9.4430,45.7640
Lombardia,IT2030006,Valle S. Croce e Valle del Curone,sì,1213,0,9.3661,45.7144
Lombardia,IT2030007,Lago di Sartirana,sì,28,0,9.4258,45.7156
Lombardia,IT2040001,Val Viera e Cime di Fopel,sì,836,0,10.1289,46.5825
Lombardia,IT2040002,Motto di Livigno - Val Saliente,sì,1251,0,10.1020,46.5690
Lombardia,IT2040003,Val Federia,sì,1593,0,10.0825,46.5425
Lombardia,IT2040004,Valle Alpisella,sì,1045,0,10.2067,46.5531
Lombardia,IT2040005,Valle della Forcola,sì,212,0,10.0490,46.4500
Lombardia,IT2040006,La Vallaccia - Pizzo Filone,sì,1982,0,10.1700,46.4931
Lombardia,IT2040007,Passo e Monte di Foscagno,sì,1081,0,10.2052,46.4901
Lombardia,IT2040008,Cime di Plator e Monte delle Scale,sì,1572,0,10.3160,46.5040
Lombardia,IT2040009,Valle di Fraele,sì,1691,0,10.3172,46.5400
Lombardia,IT2040010,Valle del Braulio - Cresta di Reit,sì,3559,0,10.4075,46.5075
Lombardia,IT2040011,Monte Vago - Val di Campo - Val Nera,sì,2874,0,10.1003,46.4466
Lombardia,IT2040012,Val Viola Bormina - Ghiacciaio di Cima dei Piazzi,sì,5962,0,10.2428,46.4283
Lombardia,IT2040013,Val Zebrù - Gran Zebrù - Monte Confinale,sì,3725,0,10.5222,46.4700
Lombardia,IT2040014,Valle e Ghiacciaio dei Forni - Val Cedec - Gran Zebrù - Cevedale,sì,6157,0,10.5564,46.4200
Lombardia,IT2040015,Paluaccio di Oga,sì,28,0,10.3370,46.4710
Lombardia,IT2040016,Monte di Scerscen - Ghiacciai di Scerscen - Monte Motta,sì,9666,0,9.9058,46.3436
Lombardia,IT2040017,Disgrazia - Sissone,sì,3010,0,9.7597,46.2903
Lombardia,IT2040018,Val Codera,sì,818,0,9.4850,46.2430
Lombardia,IT2040019,Bagni di Masino - Pizzo Badile,sì,2755,0,9.6136,46.2589
Lombardia,IT2040020,Val di Mello - Piano di Preda Rossa,sì,5789,0,9.6936,46.2639
Lombardia,IT2040021,Val di Togno - Pizzo Scalino,sì,3150,0,9.9469,46.2556
Lombardia,IT2040023,Valle dei Ratti,sì,928,0,9.5330,46.1980
Lombardia,IT2040024,da Monte Belvedere a Vallorda,sì,2119,0,10.1728,46.1961
Lombardia,IT2040025,Pian Gembro,sì,78,0,10.1578,46.1628
Lombardia,IT2040026,Val Lesina,sì,1184,0,9.4786,46.1056
Lombardia,IT2040027,Valle del Bitto di Gerola,sì,2458,0,9.5109,46.0935
Lombardia,IT2040028,Valle del Bitto di Albaredo,sì,3399,0,9.5950,46.0825
Lombardia,IT2040029,Val Tartano,sì,1451,0,9.6950,46.0610
Lombardia,IT2040030,Val Madre,sì,1486,0,9.7080,46.1390
Lombardia,IT2040031,Val Cervia,sì,1893,0,9.8010,46.1010
Lombardia,IT2040032,Valle del Livrio,sì,2108,0,9.8308,46.1125
Lombardia,IT2040033,Val Venina,sì,3644,0,9.9170,46.0680
Lombardia,IT2040034,Valle d'Arigna e Ghiacciaio di Pizzo di Coca,sì,3143,0,9.9933,46.1164
Lombardia,IT2040035,Val Bondone - Val Caronella,sì,1500,0,10.0739,46.1106
Lombardia,IT2040036,Val Belviso,sì,766,0,10.1130,46.0690
Lombardia,IT2040037,Rifugio Falk,sì,4.22,0,10.2590,46.3880
Lombardia,IT2040038,Val Fontana,sì,4210,0,10.0086,46.2556
Lombardia,IT2040039,Val Zerta,sì,1585,0,9.3808,46.3561
Lombardia,IT2040040,Val Bodengo,sì,2555,0,9.2803,46.2631
Lombardia,IT2040041,Piano di Chiavenna,sì,2514,0,9.4080,46.2510
Lombardia,IT2040042,Pian di Spagna e Lago di Mezzola,sì,1715,0,9.4231,46.1767
Lombardia,IT2050001,Pineta di Cesate,sì,182,0,9.0894,45.5944
Lombardia,IT2050002,Boschi delle Groane,sì,726,0,9.1150,45.6444
Lombardia,IT2050003,Valle del Rio Pegorino,sì,122,0,9.2956,45.6661
Lombardia,IT2050004,Valle del Rio Cantalupo,sì,70,0,9.2800,45.6622
Lombardia,IT2050005,Boschi della Fagiana,sì,1044,0,8.8306,45.4267
Lombardia,IT2050006,Bosco di Vanzago,sì,193,0,8.9722,45.5192
Lombardia,IT2050007,Fontanile Nuovo,sì,40,0,9.0072,45.4647
Lombardia,IT2050008,Bosco di Cusago,sì,13,0,9.0086,45.4478
Lombardia,IT2050009,Sorgenti della Muzzetta,sì,136,0,9.3647,45.4603
Lombardia,IT2050010,Oasi di Lacchiarella,sì,37,0,9.1708,45.3258
Lombardia,IT2050011,Oasi Le Foppe di Trezzo sull'Adda,sì,9.67,0,9.4992,45.6178
Lombardia,IT2060001,Valtorta e Valmoresca,sì,1682,0,9.6200,46.0240
Lombardia,IT2060002,Valle di Piazzatorre - Isola di Fondra,sì,2513,0,9.7231,45.9833
Lombardia,IT2060003,Alta Val Brembana - Laghi Gemelli,sì,4251,0,9.8397,46.0136
Lombardia,IT2060004,Alta Val di Scalve,sì,7053,0,10.1830,46.0190
Lombardia,IT2060005,Val Sedornia - Val Zurio - Pizzo della Presolana,sì,12962,0,10.0128,45.9492
Lombardia,IT2060006,Boschi del Giovetto di Paline,sì,597,0,10.1375,45.9622
Lombardia,IT2060007,Valle Asinina,sì,1506,0,9.5910,45.9010
Lombardia,IT2060008,Valle Parina,sì,2225,0,9.7219,45.9064
Lombardia,IT2060009,Val Nossana - Cima di Grem,sì,3369,0,9.8636,45.9008
Lombardia,IT2060010,Valle del Freddo,sì,72,0,10.0230,45.7980
Lombardia,IT2060011,Canto Alto  e Valle del Giongo,sì,565,0,9.6533,45.7647
Lombardia,IT2060012,Boschi dell'Astino e dell'Allegrezza,sì,50,0,9.6328,45.7069
Lombardia,IT2060013,Fontanile Brancaleone,sì,12,0,9.6658,45.5214
Lombardia,IT2060014,Boschetto della Cascina Campagna,sì,5.33,0,9.8811,45.4657
Lombardia,IT2060015,Bosco de l'Isola,sì,92,0,9.8858,45.4306
Lombardia,IT2060016,Valpredina e Misma,sì,90,0,9.8156,45.7264
Lombardia,IT2070001,Torbiere del Tonale,sì,47,0,10.5750,46.2533
Lombardia,IT2070002,Monte Piccolo - Monte Colmo,sì,412,0,10.3839,46.1883
Lombardia,IT2070003,Val Rabbia e Val Galinera,sì,1854,0,10.4053,46.1611
Lombardia,IT2070004,Monte Marser - Corni di Bos,sì,2591,0,10.4358,46.0978
Lombardia,IT2070005,Pizzo Badile - Alta Val Zumella,sì,2184,0,10.4078,46.0081
Lombardia,IT2070006,Pascoli di Crocedomini - Alta Val Caffaro,sì,4603,0,10.4186,45.9269
Lombardia,IT2070007,Vallone del Forcel Rosso,sì,3067,0,10.5039,46.0753
Lombardia,IT2070008,Cresta Monte Colombé e Cima Barbignaga,sì,156,0,10.4036,46.0486
Lombardia,IT2070009,Versanti dell'Avio,sì,1678,0,10.4742,46.1764
Lombardia,IT2070010,Piz Olda - Val Malga,sì,2069,0,10.3783,46.1228
Lombardia,IT2070011,Torbiera La Goia,sì,0.2,0,10.3359,46.1024
Lombardia,IT2070012,Torbiere di Val Braone,sì,68,0,10.3978,45.9703
Lombardia,IT2070013,Ghiacciaio dell'Adamello,sì,2976,0,10.5283,46.1594
Lombardia,IT2070014,Lago di Pile,sì,4,0,10.4531,46.0147
Lombardia,IT2070015,Monte Cas - Cima di Corlor,sì,166,0,10.7472,45.7495
Lombardia,IT2070016,Cima Comer,sì,314,0,10.6764,45.7075
Lombardia,IT2070017,Valli di San Antonio,sì,4160,0,10.2094,46.1511
Lombardia,IT2070018,Altopiano di Cariadeghe,sì,523,0,10.3461,45.5947
Lombardia,IT2070019,Sorgente Funtanì,sì,55,0,10.4942,45.6631
Lombardia,IT2070020,Torbiere d'Iseo,sì,362,0,10.0298,45.6454
Lombardia,IT2070021,Valvestino,sì,6473,0,10.5997,45.7642
Lombardia,IT2070022,Corno della Marogna,sì,3571,0,10.6895,45.8050
Lombardia,IT2070023,Belvedere - Tri Plane,sì,26,0,10.3761,46.0567
Lombardia,IT2080001,Garzaia di Celpenchio,sì,140,0,8.5986,45.2356
Lombardia,IT2080002,Basso corso e sponde del Ticino,sì,8564,0,8.9331,45.3133
Lombardia,IT2080003,Garzaia della Verminesca,sì,162,0,8.6267,45.2214
Lombardia,IT2080004,Palude Loja,sì,40,0,8.6447,45.2006
Lombardia,IT2080005,Garzaia della Rinalda,sì,38,0,8.5933,45.1608
Lombardia,IT2080006,Garzaia di S. Alessandro,sì,266,0,8.6856,45.1756
Lombardia,IT2080007,Garzaia del Bosco Basso,sì,41,0,8.6458,45.1189
Lombardia,IT2080008,Boschetto di Scaldasole,sì,101,0,8.8867,45.1356
Lombardia,IT2080009,Garzaia della Cascina Notizia,sì,73,0,8.7583,45.1144
Lombardia,IT2080010,Garzaia di Sartirana,sì,190,0,8.6574,45.0812
Lombardia,IT2080011,Abbazia Acqualunga,sì,176,0,8.7264,45.0550
Lombardia,IT2080012,Garzaia di Gallia,sì,107,0,8.8392,45.0878
Lombardia,IT2080013,Garzaia della Cascina Portalupa,sì,5.42,0,8.7918,45.3061
Lombardia,IT2080014,Boschi Siro Negri e Moriano,sì,1352,0,9.0572,45.2156
Lombardia,IT2080015,San Massimo,sì,462,0,8.9744,45.1958
Lombardia,IT2080016,Boschi del Vignolo,sì,260,0,8.9492,45.2125
Lombardia,IT2080017,Garzaia di Porta Chiossa,sì,80,0,9.2114,45.2333
Lombardia,IT2080018,Garzaia della Carola,sì,32,0,9.1675,45.2389
Lombardia,IT2080019,Boschi di Vaccarizza,sì,465,0,9.2481,45.1433
Lombardia,IT2080020,Garzaia della Roggia Torbida,sì,14,0,9.1081,45.0769
Lombardia,IT2080021,Monte Alpe,sì,320,0,9.2972,44.8103
Lombardia,IT2080023,Garzaia di Cascina Villarasca,sì,53,0,9.1044,45.3000
Lombardia,IT2080024,Sassi Neri - Pietra Corva,,667,0,9.3420,44.8220
Lombardia,IT2080025,Le Torraie - Monte Lesima,,598,0,9.2790,44.6900
Lombardia,IT2090001,Monticchie,sì,238,0,9.6483,45.1433
Lombardia,IT2090002,Boschi e Lanca di Comazzo,sì,266,0,9.4731,45.4361
Lombardia,IT2090003,Bosco del Mortone,sì,64,0,9.4522,45.3875
Lombardia,IT2090004,Garzaia del Mortone,sì,35,0,9.4381,45.3903
Lombardia,IT2090005,Garzaia della Cascina del Pioppo,sì,6.73,0,9.4469,45.3722
Lombardia,IT2090006,Spiagge fluviali di Boffalora,sì,172,0,9.4725,45.3642
Lombardia,IT2090007,Lanca di Soltarico,sì,160,0,9.5714,45.2874
Lombardia,IT2090008,La Zerbaglia,sì,553,0,9.6375,45.2758
Lombardia,IT2090009,Morta di Bertonico,sì,48,0,9.6701,45.2482
Lombardia,IT2090010,Adda Morta,sì,191,0,9.7163,45.2167
Lombardia,IT2090011,Bosco Valentino,sì,59,0,9.7630,45.2055
Lombardia,IT20A0001,Morta di Pizzighettone,sì,42,0,9.7968,45.1773
Lombardia,IT20A0002,Naviglio di Melotta,sì,237,0,9.7997,45.3892
Lombardia,IT20A0003,Palata Menasciutto,sì,75,0,9.7158,45.4036
Lombardia,IT20A0004,Le Bine,sì,144,0,10.4408,45.1389
Lombardia,IT20A0006,Lanche di Azzanello,sì,141,0,9.9381,45.3238
Lombardia,IT20A0007,Bosco della Marisca,sì,102,0,9.8886,45.3553
Lombardia,IT20A0008,Isola Uccellanda,sì,76,0,9.9131,45.3380
Lombardia,IT20A0013,Lanca di Gerole,sì,476,0,10.2620,45.0140
Lombardia,IT20A0014,Lancone di Gussola,sì,114,0,10.3503,45.0042
Lombardia,IT20A0015,Bosco Ronchetti,sì,210,0,10.1260,45.0380
Lombardia,IT20A0016,Spiaggioni di Spinadesco,sì,825,0,9.9364,45.1214
Lombardia,IT20A0017,Scolmatore di Genivolta,sì,72,0,9.9053,45.3358
Lombardia,IT20A0018,Cave Danesi,sì,322,0,9.8125,45.4236
Lombardia,IT20A0019,Barco,sì,67,0,9.8872,45.3830
Lombardia,IT20A0020,Gabbioneta,sì,111,0,10.2264,45.2189
Lombardia,IT20B0001,Bosco Foce Oglio,sì,306,0,10.6694,45.0361
Lombardia,IT20B0002,Valli di Mosio,sì,66,0,10.4694,45.1575
Lombardia,IT20B0003,Lanca Cascina S. Alberto,sì,105,0,10.6072,45.0394
Lombardia,IT20B0004,Lanche di Gerra Gavazzi e Runate,sì,158,0,10.3528,45.1708
Lombardia,IT20B0005,Torbiere di Marcaria,sì,93,0,10.5408,45.1189
Lombardia,IT20B0006,Isola Boscone,sì,139,0,11.2344,45.0408
Lombardia,IT20B0007,Isola Boschina,sì,39,0,11.1489,45.0494
Lombardia,IT20B0010,Vallazza,sì,530,0,10.8311,45.1289
Lombardia,IT20B0011,Bosco Fontana,sì,236,0,10.7439,45.2014
Lombardia,IT20B0012,Complesso morenico di Castellaro Lagusello,sì,271,0,10.6344,45.3658
Lombardia,IT20B0014,Chiavica del Moro,sì,25,0,10.9017,45.1097
Lombardia,IT20B0015,Pomponesco,sì,62,0,10.5975,44.9197
Lombardia,IT20B0016,Ostiglia,sì,127,0,11.0997,45.1044
Lombardia,IT20B0017,Ansa e Valli del Mincio,sì,1517,0,10.7400,45.1628
Lombardia,IT20B0018,Complesso Morenico di Castiglione delle Stiviere,,116,0,10.5060,45.4090
Bolzano,IT3110001,Biotopo Vegetazione Steppica Tartscher Leiten,sì,38,0,10.5769,46.6819
Bolzano,IT3110002,Biotopo Ontaneto di Sluderno,sì,125,0,10.5819,46.6494
Bolzano,IT3110004,Biotopo Ontaneto di Cengles,sì,41,0,10.6375,46.6206
Bolzano,IT3110005,Biotopo Ontaneto di Oris,sì,46,0,10.6569,46.6247
Bolzano,IT3110010,Biotopo Vegetazione Steppica Sonnenberg,sì,204,0,10.9531,46.6500
Bolzano,IT3110011,Val di Fosse nel Parco Naturale Gruppo di Tessa,sì,10087,0,10.9403,46.7336
Bolzano,IT3110012,Lacines - Catena del Monteneve nel Parco Naturale Gruppo di Tessa,sì,8095,0,11.0931,46.8244
Bolzano,IT3110013,Biotopo Delta del Valsura,sì,33,0,11.1775,46.6283
Bolzano,IT3110014,Biotopo Gisser Auen,sì,14,0,11.3683,46.7619
Bolzano,IT3110015,Biotopo Hühnerspiel,sì,144,0,11.4875,46.9414
Bolzano,IT3110016,Biotopo Wiesermoos,sì,16,0,12.0956,47.0511
Bolzano,IT3110017,Parco Naturale Vedrette di Ries - Aurina,sì,31330,0,12.0775,46.9389
Bolzano,IT3110018,Ontaneti dell'Aurino,sì,36,0,11.9500,46.8889
Bolzano,IT3110019,Biotopo Rasner Möser,sì,25,0,12.0747,46.8075
Bolzano,IT3110020,Biotopo Monte Covolo - Alpe di Nemes,sì,278,0,12.4172,46.6686
Bolzano,IT3110022,Biotopo Ontaneto della Rienza - Dobbiaco,sì,17,0,12.2200,46.7214
Bolzano,IT3110026,Valle di Funes - Sas De Putia - Rasciesa nel Parco Naturale Puez-Odle,sì,5277,0,11.7885,46.6330
Bolzano,IT3110027,Gardena - Valle Lunga - Puez nel Parco Naturale Puez-Odle,sì,5396,0,11.8164,46.5836
Bolzano,IT3110029,Parco Naturale dello Sciliar - Catinaccio,sì,7292,0,11.5842,46.4983
Bolzano,IT3110030,Biotopo Torbiera Totes Moos,sì,4.2,0,11.3812,46.4488
Bolzano,IT3110031,Biotopo Torbiera Wölfl,sì,10,0,11.4110,46.4301
Bolzano,IT3110032,Biotopo Torbiera Tschingger,sì,3.08,0,11.3979,46.4343
Bolzano,IT3110033,Biotopo Buche di Ghiaccio,sì,28,0,11.2478,46.4453
Bolzano,IT3110034,Biotopo Lago di Caldaro,sì,241,0,11.2628,46.3753
Bolzano,IT3110035,Biotopo Castelfeder,sì,108,0,11.2883,46.3353
Bolzano,IT3110036,Parco Naturale Monte Corno,sì,6848,0,11.3069,46.2883
Bolzano,IT3110037,Biotopo Lago di Favogna,sì,9.69,0,11.1856,46.2750
Bolzano,IT3110038,Ultimo - Solda nel Parco Nazionale dello Stelvio,sì,27989,0,10.8056,46.5208
Bolzano,IT3110039,Ortles - Monte Madaccio nel Parco Nazionale dello Stelvio,sì,4188,0,10.5225,46.5314
Bolzano,IT3110040,Alpe di Cavallaccio nel Parco Nazionale dello Stelvio,sì,3517,0,10.5064,46.6328
Bolzano,IT3110041,Jaggl,sì,702,0,10.5578,46.7933
Bolzano,IT3110042,Prati Aridi Rocciosi di Agumes,sì,0.34,0,10.5743,46.6241
Bolzano,IT3110043,Prati Aridi Rocciosi di Sant`Ottilia,sì,0.12,0,10.6180,46.6127
Bolzano,IT3110044,Biotopo Sonnenberg Vegetazione Steppica Schlanderser Leiten,sì,25,0,10.7923,46.6283
Bolzano,IT3110045,Biotopo Sonnenberg Vegetazione Steppica Kortscher Leiten,sì,56,0,10.7314,46.6369
Bolzano,IT3110046,Biotopo Palude della Volpe,sì,4.04,0,11.2389,46.5030
Bolzano,IT3110048,Prati dell'Armentara,sì,342,0,11.9267,46.6261
Bolzano,IT3110049,Parco Naturale Fanes - Senes - Braies,sì,25453,0,12.0567,46.6531
Bolzano,IT3110050,Parco Naturale Tre Cime,sì,11892,0,12.2992,46.6667
Bolzano,IT3110051,Biotopo Ahrau di Stegona,sì,18,0,11.9275,46.8050
Bolzano,IT3110052,Biotopo Bigleidermoos,,5.04,0,11.3420,46.3705
Bolzano,IT3110053,Biotopo Tartscher Bühel,,22,0,10.5591,46.6786
Bolzano,IT3110054,Gaulschlucht,,66,0,11.1262,46.6083
Bolzano,IT3110055,Schgumser Möser,,24,0,10.6538,46.6125
Trento,IT3120001,Alta Val di Rabbi,sì,4434,0,10.7572,46.4397
Trento,IT3120002,Alta Val La Mare,sì,5819,0,10.6722,46.4186
Trento,IT3120003,Alta Val del Monte,sì,4464,0,10.5911,46.3675
Trento,IT3120015,Tre Cime Monte Bondone,sì,223,0,11.0372,46.0017
Trento,IT3120017,Campobrun,sì,426,0,11.1311,45.7053
Trento,IT3120018,Scanuppia,sì,529,0,11.1633,45.9633
Trento,IT3120019,Lago Nero,sì,3.08,0,11.3154,46.2836
Trento,IT3120020,Palu' Longa,sì,5.93,0,11.3683,46.2961
Trento,IT3120021,Lago delle Buse,sì,18,0,11.4547,46.1797
Trento,IT3120022,Palu' dei Mugheri,sì,9.06,0,11.6961,46.2989
Trento,IT3120023,Sorte di Bellamonte,sì,11,0,11.6722,46.3094
Trento,IT3120024,Zona Umida Valfloriana,sì,203,0,11.3825,46.2264
Trento,IT3120027,Canzenagol,sì,3.39,0,11.6077,46.2719
Trento,IT3120028,Pra delle Nasse,sì,8.08,0,11.7906,46.2642
Trento,IT3120029,Sorgente Resenzuola,sì,4.74,0,11.6596,46.0065
Trento,IT3120030,Fontanazzo,sì,54,0,11.6075,46.0161
Trento,IT3120031,Masi Carretta,sì,3.02,0,11.6308,46.1067
Trento,IT3120032,I Mughi,sì,21,0,11.6081,46.0925
Trento,IT3120033,Palude di Roncegno,sì,21,0,11.4258,46.0517
Trento,IT3120034,Paludi di Sternigo,sì,24,0,11.2650,46.1414
Trento,IT3120035,Laghestel di Pine',sì,91,0,11.2264,46.1158
Trento,IT3120036,Redebus,sì,10,0,11.3184,46.1388
Trento,IT3120038,Inghiaie,sì,30,0,11.3102,45.9967
Trento,IT3120039,Canneto di Levico,sì,9.74,0,11.2793,46.0079
Trento,IT3120040,Lago Pudro,sì,13,0,11.2242,46.0786
Trento,IT3120041,Lago Costa,sì,3.83,0,11.2375,46.0756
Trento,IT3120042,Canneti di San Cristoforo,sì,9.39,0,11.2415,46.0385
Trento,IT3120043,Pize',sì,16,0,11.2571,46.0332
Trento,IT3120045,Lagabrun,sì,4.65,0,11.1983,46.2047
Trento,IT3120046,Prati di Monte,sì,5.99,0,11.2430,46.2235
Trento,IT3120047,Paluda La Lot,sì,6.62,0,11.2799,46.2451
Trento,IT3120048,Laghetto di Vedes,sì,8.26,0,11.2683,46.2375
Trento,IT3120049,Lona - Lases,sì,26,0,11.2285,46.1431
Trento,IT3120050,Torbiera delle Viote,sì,24,0,11.0428,46.0186
Trento,IT3120051,Stagni della Vela - Soprasasso,sì,87,0,11.0903,46.0914
Trento,IT3120052,Doss Trento,sì,16,0,11.1119,46.0736
Trento,IT3120053,Foci dell'Avisio,sì,135,0,11.0871,46.1266
Trento,IT3120054,La Rupe,sì,45,0,11.0978,46.1858
Trento,IT3120055,Lago di Toblino,sì,170,0,10.9681,46.0556
Trento,IT3120056,Palu' Longia,sì,10,0,11.0850,46.4733
Trento,IT3120057,Palu' Tremole,sì,4,0,11.0756,46.4794
Trento,IT3120058,Torbiere di Monte Sous,sì,99,0,11.0581,46.4956
Trento,IT3120059,Palu' di Tuenno,sì,5.56,0,11.0300,46.3419
Trento,IT3120060,Forra di S. Giustina,sì,24,0,11.0583,46.3379
Trento,IT3120061,La Rocchetta,sì,89,0,11.0603,46.2483
Trento,IT3120064,Torbiera del Tonale,sì,62,0,10.5986,46.2594
Trento,IT3120065,Lago d'Idro,sì,14,0,10.5350,45.8078
Trento,IT3120066,Palu' di Boniprati,sì,11,0,10.6036,45.9331
Trento,IT3120068,Fiave',sì,137,0,10.8314,45.9964
Trento,IT3120069,Torbiera Lomasona,sì,26,0,10.8647,45.9836
Trento,IT3120074,Marocche di Dro,sì,251,0,10.9372,45.9861
Trento,IT3120075,Monte Brione,sì,66,0,10.8761,45.8864
Trento,IT3120076,Lago d'Ampola,sì,24,0,10.6539,45.8711
Trento,IT3120077,Palu' di Borghetto,sì,7.93,0,10.9250,45.6922
Trento,IT3120078,Torbiera Echen,sì,8.33,0,11.1950,45.9136
Trento,IT3120079,Lago di Loppio,sì,113,0,10.9172,45.8664
Trento,IT3120080,Laghetti di Marco,sì,35,0,11.0153,45.8581
Trento,IT3120081,Pra dall'Albi - Cei,sì,117,0,11.0303,45.9539
Trento,IT3120082,Taio di Nomi,sì,5.29,0,11.0799,45.9250
Trento,IT3120084,Roncon,sì,2.9,0,11.6315,46.4017
Trento,IT3120085,Il Laghetto,sì,7.71,0,11.3933,46.0063
Trento,IT3120086,Servis,sì,313,0,11.0694,45.9372
Trento,IT3120087,Laghi e abisso di Lamar,sì,25,0,11.0611,46.1272
Trento,IT3120088,Palu' di Monte Rovere,sì,16,0,11.2975,45.9589
Trento,IT3120089,Montepiano - Palu' di Fornace,sì,33,0,11.1961,46.1272
Trento,IT3120090,Monte Calvo,sì,1.19,0,11.2624,46.1017
Trento,IT3120091,Albere' di Tenna,sì,6.72,0,11.2559,46.0285
Trento,IT3120092,Passo del Broccon,sì,345,0,11.6772,46.1242
Trento,IT3120093,Crinale Pichea - Rocchetta,sì,1009,0,10.7692,45.9156
Trento,IT3120094,Alpe di Storo e Bondone,sì,759,0,10.6058,45.8144
Trento,IT3120095,Bocca D'ardole - Corno della Paura,sì,178,0,10.9406,45.7661
Trento,IT3120096,Bocca di Caset,sì,50,0,10.6900,45.8569
Trento,IT3120097,Catena di Lagorai,sì,2855,0,11.5500,46.2192
Trento,IT3120101,Condino,sì,70,0,10.6025,45.8975
Trento,IT3120102,Lago di Santa Colomba,sì,5.74,0,11.1825,46.1258
Trento,IT3120104,Monte Baldo - Cima Valdritta,sì,456,0,10.8614,45.7425
Trento,IT3120105,Burrone di Ravina,sì,533,0,11.0822,46.0350
Trento,IT3120106,Nodo del Latemar,sì,1862,0,11.5961,46.3728
Trento,IT3120107,Val Cadino,sì,1110,0,11.4075,46.2186
Trento,IT3120108,Val San Nicolò,sì,715,0,11.7883,46.4206
Trento,IT3120109,Valle Flanginech,sì,81,0,10.7942,46.1514
Trento,IT3120110,Terlago,sì,109,0,11.0569,46.0992
Trento,IT3120111,Manzano,sì,99,0,10.9594,45.8697
Trento,IT3120112,Arnago,sì,157,0,10.9147,46.3697
Trento,IT3120113,Molina - Castello,sì,54,0,11.4390,46.2789
Trento,IT3120114,Monte Zugna,sì,1693,0,11.0378,45.8478
Trento,IT3120115,Monte Brento,sì,254,0,10.9117,45.9886
Trento,IT3120116,Monte Malachin,sì,169,0,11.1197,46.2778
Trento,IT3120117,Ontaneta di Croviana,sì,28,0,10.9006,46.3369
Trento,IT3120118,Lago (Val di Fiemme),sì,12,0,11.5312,46.2824
Trento,IT3120119,Val Duron,sì,811,0,11.6692,46.4925
Trento,IT3120120,Bassa Valle del Chiese,sì,27,0,10.5528,45.8253
Trento,IT3120121,Carbonare,sì,12,0,11.2236,45.9383
Trento,IT3120122,Gocciadoro,sì,27,0,11.1421,46.0577
Trento,IT3120123,Assizzi - Vignola,sì,91,0,11.2683,46.0483
Trento,IT3120124,Torcegno,sì,47,0,11.4478,46.0675
Trento,IT3120125,Zaccon,sì,371,0,11.4225,46.0350
Trento,IT3120126,Val Noana,sì,730,0,11.8503,46.1183
Trento,IT3120127,Monti Tremalzo e Tombea,sì,5529,0,10.6456,45.8483
Trento,IT3120128,Alta Val Stava,sì,1775,0,11.5433,46.3161
Trento,IT3120129,Ghiacciaio Marmolada,sì,463,0,11.8625,46.4428
Trento,IT3120130,Il Colo,sì,0.29,1,11.6147,46.0871
Trento,IT3120131,Grotta Uvada,sì,1.16,1,11.6612,46.1064
Trento,IT3120132,Grotta di Ernesto,sì,1.06,1,11.6567,45.9794
Trento,IT3120134,Grotta del Calgeron,sì,0.92,5,11.6182,46.0090
Trento,IT3120135,Grotta della Bigonda,sì,1.23,22,11.5826,46.0176
Trento,IT3120136,Bus della Spia,sì,0.66,1,11.0270,46.2269
Trento,IT3120137,Bus del Diaol,sì,1.04,1,10.9089,45.9382
Trento,IT3120138,Grotta Cesare Battisti,sì,0.45,2,11.0479,46.1467
Trento,IT3120139,Grotta di Costalta,sì,0.54,1,11.3748,45.9877
Trento,IT3120141,Grotta della Lovara,sì,0.95,1,11.0633,46.2192
Trento,IT3120142,Val Campelle,sì,1136,0,11.5025,46.1242
Trento,IT3120143,Valle del Vanoi,sì,3247,0,11.6467,46.1972
Trento,IT3120144,Valle del Verdes,sì,2185,0,11.1628,46.3419
Trento,IT3120146,Laghetto delle Regole,sì,21,0,11.1097,46.4764
Trento,IT3120147,Monti Lessini Ovest,sì,1025,0,10.9419,45.6994
Trento,IT3120149,Monte Ghello,sì,148,0,11.0614,45.9014
Trento,IT3120150,Talpina - Brentonico,sì,241,0,10.9884,45.8267
Trento,IT3120152,Tione - Villa Rendena,sì,185,0,10.7133,46.0453
Trento,IT3120154,Le Sole,sì,10,0,10.6892,46.0239
Trento,IT3120156,Adige,sì,14,0,11.0080,45.8689
Trento,IT3120165,Vermiglio - Folgarida,sì,8723,0,10.6975,46.2586
Trento,IT3120166,Re' di Castello - Breguzzo,sì,3629,0,10.6117,46.0164
Trento,IT3120167,Torbiere alta Val Rendena,sì,771,0,10.8336,46.2508
Trento,IT3120168,Lagorai Orientale - Cima Bocche,sì,12280,0,11.7439,46.2700
Trento,IT3120169,Torbiere del Lavaze',sì,19,0,11.4864,46.3567
Trento,IT3120170,Monte Barco - Le Grave,sì,201,0,11.1689,46.1308
Trento,IT3120171,Muga Bianca - Pasubio,sì,1947,0,11.1725,45.8164
Trento,IT3120172,Monti Lessini - Piccole Dolomiti,sì,4336,0,11.0792,45.7105
Trento,IT3120173,Monte Baldo di Brentonico,sì,2120,0,10.9025,45.8167
Trento,IT3120174,Monte Rema' - Clevet,sì,491,0,10.5258,45.9350
